route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
ILLINI LIMITED EVENING SATURDAY,I1 NONUISA,[@6.0.14330915@][1][1622384693780]/5__I1_NONUISA,Lincoln & Killarney,0,I1 NONUISA,[@124.0.92348983@]22N 316
BLUE,B2 MF,[@14.0.56288268@][3][1302635070638]/15__B2_MF,Illinois Terminal,0,B2 MF,BLUE 51
ILLINI EVENING SUNDAY,I5 UI SU,[@6.0.28932555@][1][1654265431136]/23__I5_UI_SU,Lincoln & Killarney,0,I5 UI SU,[@124.0.92263401@]220N ILLINI 10
GREEN SUNDAY,GR4 SU,[@124.0.92334988@][1484579202830]/86__GR4_SU,Round Barn Road,1,GR4 SU,[@124.0.92334988@]219
GREY SATURDAY,GR1SA,[@15.0.73008535@][32][1401899327184]/39__GR1SA,Round Barn Road,1,GR1SA,[@15.0.69172548@]2
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/18__T2_UISU,Orchard Downs,0,T2 UISU,[@124.0.92276155@]120E TEAL LATE 13
YELLOW SUNDAY,Y2 UISU,[@124.0.92236898@][1484325332995]/16__Y2_UISU,Champaign Walmart,0,Y2 UISU,[@124.0.92236898@]100N
ILLINI LIMITED SUNDAY,I2 NON UI SU,[@6.0.14330187@][1][1622252763821]/23__I2_NON_UI_SU,Lincoln & Killarney,0,I2 NON UI SU,[@6.0.14330187@]6
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][1][1622139626848]/30__Y8_UIMF,Illinois Terminal,0,Y8 UIMF,YELLOWHOPPER 23
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][1][1338414280664]/3__Y4SA,Champaign Walmart,0,Y4SA,[@14.0.57766396@]100N
LINK,LN3 MF,[@6.0.15252684@][1][1622671552500]/24__LN3_MF,University and Wright,0,LN3 MF,[@6.0.15252684@]1
GOLDHOPPER,G2 NON UI MF,[@7.0.41987615@][4][1246632595015]/13__G2_NON_UI_MF,Lot E-14,1,G2 NON UI MF,GOLDHOPPER 1
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/32__T2_UISA,Illinois Terminal,1,T2 UISA,TEAL WEEKEND 16
BLUE,B3 NOSCHMF,[@14.0.56288268@][4][1302636576192]/1__B3_NOSCHMF,Round Barn Road,1,B3 NOSCHMF,4W
ILLINI LIMITED SATURDAY,I1 UI SA,[@6.0.14330204@][2][1622384445965]/64__I1_UI_SA,ARC,1,I1 UI SA,ILLINI LIMITED WEEKEND 845
ORANGE,O1 MF,[@2.0.86175868@][1458585713139]/74__O1_MF,Illinois Terminal,1,O1 MF,[@2.0.86175868@]70
ILLINI EVENING SATURDAY,I1 UI SA,[@6.0.28931507@][1][1654194398119]/21__I1_UI_SA,Lincoln & Killarney,0,I1 UI SA,[@124.0.92260187@]220N ILLINI 10
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/133__T2_UISA,Orchard Downs,0,T2 UISA,12E TEAL WEEKEND 13
ILLINI LIMITED EVENING SATURDAY,I1 NONUISA,[@6.0.14330915@][2][1622384801956]/28__I1_NONUISA,Transit Plaza,1,I1 NONUISA,[@124.0.92348983@]ILLINI 845 315
TEAL EVENING SATURDAY,T2 UISA,[@124.0.92279199@][1484345597711]/10__T2_UISA,Orchard Downs,0,T2 UISA,[@124.0.92279199@]TEAL EVENING 13
ILLINI EVENING,I1 UI MTH,[@6.0.28928828@][1][1654028127367]/1__I1_UI_MTH,Lincoln & Killarney,0,I1 UI MTH,220N ILLINI 10
YELLOW EVENING SATURDAY,Y1 UISA,[@124.0.92247832@][1484327725398]/7__Y1_UISA,Savoy Walmart,1,Y1 UISA,[@124.0.92247832@]100S
TEAL EVENING,T1 UIM-F,[@7.0.41903462@][4][1243545628328]/10__T1_UIM-F,Illinois Terminal,1,T1 UIM-F,TEAL EVENING 12
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/51__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
GREEN EVENING SATURDAY,GN3  UISA,[@124.0.92311676@][1484576395235]/16__GN3__UISA,Lincoln Square,1,GN3  UISA,[@124.0.92311676@]GREEN EV 61
ORANGE,O1 MF,[@2.0.86175868@][1458585713139]/1__O1_MF,Lincoln Square - US 150 & Dodson,0,O1 MF,[@2.0.86175868@]ORANGE 13
GREEN LATE NIGHT SATURDAY,GN3  UISA,[@124.0.92344750@][1484579800344]/25__GN3__UISA,Illinois Terminal,1,GN3  UISA,[@124.0.92344750@]50WLTNT->
BLUE,B4 SCH WED,[@14.0.56288268@][4][1302636703862]/14__B4_SCH_WED,Round Barn Road,1,B4 SCH WED,4W
ILLINI,I5  UIF,[@6.0.28930998@][2][1654023280185]/69__I5__UIF,PAR,1,I5  UIF,22S ILLINI 20
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][2][1363721676269]/32__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@15.0.67916770@]3
LIME SATURDAY,LM2SA,[@124.0.94415201@][12][1496416303828]/30__LM2SA,Duncan & Bradley,1,LM2SA,[@15.0.73009433@]41
BRONZE,BZ1 SCHMF,[@15.0.63192037@][3][1337951940615]/0__BZ1_SCHMF,Yankee Ridge - Lincoln Square,0,BZ1 SCHMF,[@15.0.63192037@]1
GREY SATURDAY,GN2  UISA,[@15.0.73008535@][31][1401898680792]/6__GN2__UISA,Lincoln Square - Urbana Walmart,0,GN2  UISA,[@15.0.69172548@]1
1N YELLOW ALT,1N #2 SHOW HS Early Out,[@6.0.28928809@][1][1657995341026]/20__1N_#2_SHOW_HS_Early_Out,Newton & Nobel,0,1N #2 SHOW HS Early Out,[@124.0.111412330@]1
RUBY,RUB2 SCH WED,[@15.0.64600293@][1][1339519267236]/8__RUB2_SCH_WED,Airport & Cunningham,0,RUB2 SCH WED,[@15.0.64600293@]1
GREEN,GN1 MF,1GN510__GN1_MF,Main & Brady,0,GN1 MF,[@15.0.68508734@]48
SILVER,SV4 NON UI SCH,[@6.0.28932250@][2][1654525478258]/23__SV4_NON_UI_SCH,PAR,1,SV4 NON UI SCH,SILVER 120
1S YELLOW ALT,1S YELLOW SHOW #2,[@124.0.143436343@][2][1590609667676]/2__1S_YELLOW_SHOW_#2,Alternate,1,1S YELLOW SHOW #2,[@124.0.143436343@]6
BROWN,R2 MF,[@15.0.61662606@][20][1329164143499]/5__R2_MF,Parkland College,1,R2 MF,[@15.0.61662606@]366
ILLINI EVENING,I5 UIF LATE,[@6.0.28928828@][2][1654115731135]/7__I5_UIF_LATE,PAR,1,I5 UIF LATE,220S ILLINI 20
SILVER,SV1 UI MF,[@6.0.28932250@][1][1654213849351]/50__SV1_UI_MF,Lincoln Square,0,SV1 UI MF,[@6.0.28932250@]1
TEAL LATE NIGHT SUNDAY,T1 UISU,[@124.0.92276155@][1484344792164]/74__T1_UISU,Illinois Terminal,1,T1 UISU,[@124.0.92276155@]120W TEAL LATE 12
SILVER EVENING SATURDAY,SV3 UISA,[@124.0.92284627@][1484347218447]/115__SV3_UISA,Lincoln Square,0,SV3 UISA,[@124.0.92284627@]130N SILVER EVENING 2
TEAL,T3 NON UI MF,[@7.0.41893871@][4][1243540851671]/30__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,12W TEAL 12
TEAL EVENING,T2 UIMF,[@7.0.41903462@][3][1243545697437]/24__T2_UIMF,Orchard Downs,0,T2 UIMF,TEAL EVENING 13
LIME SUNDAY,LM2 SU,[@124.0.94415718@][12][1496267134824]/21__LM2_SU,YMCA,1,LM2 SU,[@15.0.74000704@]41
LAVENDER,L2 NOSCH MF,[@15.0.63192662@][2][1334588603934]/0__L2_NOSCH_MF,Illinois Terminal,1,L2 NOSCH MF,3S->IT
LAVENDER ALT,SV4 UI F,[@2.0.84876422@][1455575336053]/62__SV4_UI_F,State & Green,1,SV4 UI F,[@2.0.84876422@]LP1SCHOOLPO
TEAL SUNDAY,T2 UISU,[@124.0.92229742@][1484323714302]/47__T2_UISU,Orchard Downs,0,T2 UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
ILLINI EVENING,I4 UI M-TH,[@6.0.28928828@][1][1654029506758]/15__I4_UI_M-TH,Lincoln & Killarney,0,I4 UI M-TH,220N ILLINI 10
GREY SATURDAY,GN1SA,[@15.0.73008535@][32][1401899327184]/45__GN1SA,Round Barn Road,1,GN1SA,[@15.0.69172548@]2
GREEN SATURDAY,GR3SA,GN1SAT018__GR3SA,Orchard Downs,0,GR3SA,50E->PC
LAVENDER,L1 MF,[@15.0.63192662@][1][1334088884456]/21__L1_MF,Champaign Walmart - Research Park,0,L1 MF,[@15.0.63192662@]4
TEAL,T2 UIMF,[@6.0.28930857@][32][1653597898645]/16__T2_UIMF,Illinois Terminal,1,T2 UIMF,TEAL 23
TEAL SUNDAY,T2  NONUISU,[@124.0.92229742@][1484323714302]/93__T2__NONUISU,Illinois Terminal,1,T2  NONUISU,[@124.0.92229742@]TEAL WEEKEND 16
ILLINI LIMITED,I2 NONUI MF,[@6.0.14327389@][2][1622152086585]/67__I2_NONUI_MF,ARC,1,I2 NONUI MF,ILLINI 845
SILVER,SV1 UI MF,[@6.0.28932250@][1][1654213849351]/49__SV1_UI_MF,Lincoln Square,0,SV1 UI MF,[@6.0.28932250@]1
TEAL,T3 NON UI MF,[@7.0.41893871@][4][1243540851671]/32__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,12W TEAL 12
TEAL,T1 UIM-F,[@6.0.28930857@][31][1653491393366]/3__T1_UIM-F,Orchard Downs,0,T1 UIM-F,12E TEAL 13
BLUE,B2 MF,[@14.0.56288268@][4][1302636576192]/7__B2_MF,Round Barn Road,1,B2 MF,4W
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/13__T1_UISA,Illinois Terminal,1,T1 UISA,TEAL WEEKEND 16
GREEN LATE NIGHT SATURDAY,GN3  UISA,[@124.0.92344750@][1484579800344]/59__GN3__UISA,Lincoln Square,0,GN3  UISA,[@124.0.92344750@]50E-LATE
TEAL LATE NIGHT SUNDAY,T1 UISU,[@124.0.92276155@][1484344792164]/33__T1_UISU,Orchard Downs,0,T1 UISU,[@124.0.92276155@]120E TEAL LATE 13
YELLOW EVENING SATURDAY,Y2 NONUI SA,[@124.0.92247832@][1484327725398]/6__Y2_NONUI_SA,Savoy Walmart,1,Y2 NONUI SA,[@124.0.92247832@]100S
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/69__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
GREEN SATURDAY,GR1SA,GN4SAT000__GR1SA,Orchard Downs,0,GR1SA,50E->PC
PINK,P2 MF SCH,[@2.0.81838518@][12][1430161313741]/32__P2_MF_SCH,Round Barn Road,1,P2 MF SCH,[@2.0.81838518@]103
ILLINI,I1 UIF,[@6.0.28930998@][1][1654019558756]/53__I1_UIF,Lincoln & Killarney,0,I1 UIF,ILLINI 47
ILLINI LIMITED EVENING SATURDAY,I2  NONUISA,[@6.0.14330915@][1][1622384693780]/2__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@124.0.92348983@]22N 316
ILLINI LIMITED SATURDAY,I1 UI SA,[@6.0.14330204@][2][1622384445965]/54__I1_UI_SA,ARC,1,I1 UI SA,ILLINI LIMITED WEEKEND 845
GREY SUNDAY,GR3 UISU,[@2.0.85633657@][31][1463430303388]/32__GR3_UISU,Lincoln Square - Urbana Walmart,0,GR3 UISU,70E-WKND
RAVEN,RV1 MF,[@2.0.81457398@][11][1425933027212]/8__RV1_MF,Illini Union,0,RV1 MF,[@2.0.81457398@]15
BRONZE,BZ1 NOSCHMF,[@14.0.51709163@][3][1277738315250]/1__BZ1_NOSCHMF,Lincoln Square,0,BZ1 NOSCHMF,8E
TEAL EVENING,T1 UIM-F,[@6.0.28930731@][32][1653600900916]/0__T1_UIM-F,Illinois Terminal,1,T1 UIM-F,TEAL EVENING 12
ILLINI LIMITED SATURDAY,I1 UI SA,[@6.0.14330204@][1][1622384126567]/0__I1_UI_SA,Lincoln & Killarney,0,I1 UI SA,[@6.0.14330204@]6
RED,R1 MF,[@14.0.56288404@][41][1316446240536]/1__R1_MF,Market Place - Apollo - Ashland Park,0,R1 MF,[@14.0.56288404@]40
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/13__GR3_UISU,Illinois Terminal,1,GR3 UISU,[@124.0.92345918@]50W-LATE
ILLINI EVENING,I4 UI M-TH,[@6.0.28928828@][2][1654115390558]/0__I4_UI_M-TH,PAR,1,I4 UI M-TH,[@124.0.94415484@]23
GREEN EVENING,GNX5 MF,[@7.0.41201218@][3][1243953924046]/8__GNX5_MF,Lincoln Square,0,GNX5 MF,50E GREEN 53
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/46__O3_MF,Round Barn Road,1,O3 MF,[@2.0.86175868@]25
SILVER SATURDAY,SV1-1 UISA,[@12.0.44184681@][1250945403296]/264__SV1-1_UISA,Vet-Med,1,SV1-1 UISA,130S SILVER WEEKEND 3
ORANGEHOPPER,GN7 NON UI,[@15.0.68513410@][3][1368193229378]/1__GN7_NON_UI,Lincoln Square,0,GN7 NON UI,[@15.0.73009483@]22
RUBY,RUB2 SCH WED,[@15.0.64600293@][1][1342035509085]/1__RUB2_SCH_WED,Airport & Cunningham,0,RUB2 SCH WED,[@15.0.64600293@]17
ILLINI,I5  UIF,[@6.0.28930998@][2][1654023334861]/77__I5__UIF,PAR,1,I5  UIF,[@15.0.68513188@]4
ILLINI EVENING SUNDAY,I2  UI SU PM,[@6.0.28932555@][2][1654268452834]/26__I2__UI_SU_PM,PAR,1,I2  UI SU PM,[@124.0.92263401@]220S ILLINI 20
RUBY SATURDAY,RUB1 SA,[@15.0.64657075@][1339528341508]/9__RUB1_SA,Lincoln Square,1,RUB1 SA,[@15.0.64657075@]2
SILVER,SV1 UI MF,[@6.0.28932250@][2][1654215108501]/91__SV1_UI_MF,PAR,1,SV1 UI MF,SILVER 120
RED,R1 MF,[@14.0.56288404@][2][1302878218400]/7__R1_MF,Lincoln Square,1,R1 MF,RED 9
TEAL,T3 NON UI MF,[@7.0.41893871@][3][1243541396687]/74__T3_NON_UI_MF,Orchard Downs,0,T3 NON UI MF,12E TEAL 13
YELLOW LATE NIGHT,T1 UIF,[@7.0.41201803@][2][1254144952218]/4__T1_UIF,Lot E-14,1,T1 UIF,100 LATE 3
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/67__SV2_UISA,Lincoln Square,0,SV2 UISA,130N SILVER WEEKEND 1
ILLINI,I5  UIF,[@6.0.28930998@][1][1654019163045]/46__I5__UIF,Lincoln & Killarney,0,I5  UIF,22N ILLINI 10
RUBY,RUB1 MF,[@15.0.64600293@][1][1339519138016]/0__RUB1_MF,Airport & Cunningham,0,RUB1 MF,[@15.0.64600293@]1
GREENHOPPER,GNX5 MF,[@7.0.41101146@][4][1237930167062]/19__GNX5_MF,Parkland College,1,GNX5 MF,5W HOPPER 81
GREY SUNDAY,GR3 UISU,[@2.0.85633657@][32][1463429257036]/0__GR3_UISU,Round Barn Road,1,GR3 UISU,70WIT->CF
ILLINI LIMITED EVENING SATURDAY,I1 NONUISA,[@6.0.14330915@][1][1622384693780]/15__I1_NONUISA,Lincoln & Killarney,0,I1 NONUISA,[@124.0.92348983@]22N 316
GREY ALT,GR1 MF SCH,[@2.0.84907145@][1455575595497]/7__GR1_MF_SCH,State & Green,0,GR1 MF SCH,[@2.0.84907145@]25
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][1][1363725754977]/15__SV2_NON_UI,Lincoln Square,0,SV2 NON UI,[@15.0.67924657@]4
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/53__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL SATURDAY,T1 NONUI SA,[@12.0.44194660@][1250946648828]/25__T1_NONUI_SA,Illinois Terminal,1,T1 NONUI SA,TEAL WEEKEND 16
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][2][1622384445965]/37__I2__NONUISA,ARC,1,I2  NONUISA,ILLINI LIMITED WEEKEND 845
GREENHOPPER,GN8 MF,[@7.0.41101146@][4][1237930167062]/31__GN8_MF,Parkland College,1,GN8 MF,5W HOPPER 81
GREY SUNDAY,GR3 UISU,[@2.0.85633657@][32][1463429698711]/16__GR3_UISU,Round Barn Road,1,GR3 UISU,70WIT->CF
ILLINI LIMITED SATURDAY,I2 UI SA,[@6.0.14330204@][1][1622384291845]/9__I2_UI_SA,Lincoln & Killarney,0,I2 UI SA,[@6.0.14330204@]6
TEAL,T1 NON UI MF,[@7.0.41893871@][4][1243540851671]/15__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,12W TEAL 12
ORANGE,O4 MF,[@2.0.86175868@][1458585713139]/71__O4_MF,Round Barn Road,1,O4 MF,[@2.0.86175868@]6WIT->CF
LINK,LN2 MF,[@6.0.15252684@][2][1622672028480]/63__LN2_MF,Water Survey,1,LN2 MF,[@6.0.15252684@]2
ILLINI EVENING,I4  UIF LATE,[@6.0.28928828@][1][1654029506758]/16__I4__UIF_LATE,Lincoln & Killarney,0,I4  UIF LATE,220N ILLINI 10
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][1][1627058127024]/0__Y8_UIMF,Illinois Terminal,0,Y8 UIMF,[@6.0.14331263@]12
ILLINI LIMITED SATURDAY,I2 UI SA,[@6.0.14330204@][2][1622384445965]/43__I2_UI_SA,ARC,1,I2 UI SA,ILLINI LIMITED WEEKEND 845
LIME SATURDAY,LM2SA,[@124.0.94415201@][12][1496415364707]/17__LM2SA,Duncan & Bradley,1,LM2SA,[@15.0.73009433@]43
SILVER EVENING SATURDAY,SV3 UISA,[@124.0.92284627@][1484347218447]/122__SV3_UISA,Lincoln Square,0,SV3 UISA,[@124.0.92284627@]130N SILVER EVENING 2
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/86__SV1_UISU,Lincoln Square,0,SV1 UISU,[@124.0.92286725@]130N SILVER EVENING 1
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/88__SV1_UISU,Lincoln Square,0,SV1 UISU,[@124.0.92286725@]130N SILVER EVENING 1
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/78__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
TEAL SATURDAY,T1 NONUI SA,[@12.0.44194660@][1250946648828]/31__T1_NONUI_SA,Illinois Terminal,1,T1 NONUI SA,TEAL WEEKEND 16
ILLINI LIMITED SATURDAY,I1 UI SA,[@6.0.14330204@][1][1622384291845]/32__I1_UI_SA,Lincoln & Killarney,0,I1 UI SA,[@6.0.14330204@]6
RED SATURDAY,R2SA,20RED027__R2SA,Champaign Meijer,0,R2SA,20C->MP
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][1][1622146809102]/17__I1_NONUIMF,Lincoln & Killarney,0,I1 NONUIMF,[@6.0.14327389@]10
ILLINI EVENING,I5 UIF LATE,[@6.0.28928828@][2][1654115731135]/6__I5_UIF_LATE,PAR,1,I5 UIF LATE,220S ILLINI 20
SILVER,SV4 NON UI SCH,[@6.0.28932250@][2][1654525478258]/30__SV4_NON_UI_SCH,PAR,1,SV4 NON UI SCH,SILVER 120
ORANGE,O2 MF,[@2.0.86175868@][1458585713139]/36__O2_MF,Illinois Terminal,1,O2 MF,[@2.0.86175868@]53
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/36__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
LAVENDER,L2 NOSCH MF,[@15.0.63192662@][2][1342013565746]/0__L2_NOSCH_MF,Illinois Terminal,1,L2 NOSCH MF,3S->IT
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/33__T1_UISA,Illinois Terminal,1,T1 UISA,TEAL WEEKEND 16
TEAL,T3 UIMF,[@6.0.28930857@][31][1653492750227]/30__T3_UIMF,Orchard Downs,0,T3 UIMF,12E TEAL 13
TEAL,T3 UIMF,[@6.0.28930857@][32][1653600112238]/49__T3_UIMF,Illinois Terminal,1,T3 UIMF,TEAL 23
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/55__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
TEAL EVENING,T2 UIMF,[@7.0.41903462@][3][1243545711640]/28__T2_UIMF,Orchard Downs,0,T2 UIMF,TEAL EVENING 13
BROWN,R2 MF,[@15.0.61662606@][20][1329164548772]/33__R2_MF,Parkland College,1,R2 MF,[@15.0.61662606@]754
GREEN EVENING SATURDAY,GN3  UISA,[@124.0.92311676@][1484576395235]/39__GN3__UISA,Orchard Downs,0,GN3  UISA,[@124.0.92311676@]GREEN EVENING 39
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/75__O3_MF,Illinois Terminal,1,O3 MF,[@2.0.86175868@]70
PINK,P2 NOSCH MF,[@2.0.81838518@][12][1430161301181]/23__P2_NOSCH_MF,Round Barn Road,1,P2 NOSCH MF,[@2.0.81838518@]103
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][2][1363728725942]/89__SV2_NON_UI,Transit Plaza,1,SV2 NON UI,[@15.0.67924657@]7
ILLINI,GNX5 MF,[@6.0.14329094@][2][1623175742548]/0__GNX5_MF,Illini Union,1,GNX5 MF,ILLINI 46
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/39__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@124.0.92350475@]3
SILVER,SV4 UI SCH MTH,[@6.0.28932250@][2][1654215235685]/123__SV4_UI_SCH_MTH,PAR,1,SV4 UI SCH MTH,SILVER 120
SILVER,SV1 UI MF,[@6.0.28932250@][2][1654215108501]/102__SV1_UI_MF,PAR,1,SV1 UI MF,SILVER 120
GREEN,GN7 UI MTH,[@14.0.46304650@][3][1270562322406]/3__GN7_UI_MTH,Main & Brady,0,GN7 UI MTH,5ETOCF
TEAL SUNDAY,T2  NONUISU,[@124.0.92229742@][1484323714302]/112__T2__NONUISU,Illinois Terminal,1,T2  NONUISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL LATE NIGHT SATURDAY,T2 UISA,[@124.0.92275054@][1484344751044]/8__T2_UISA,Orchard Downs,0,T2 UISA,[@124.0.92275054@]TEAL LATE 14
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/136__T2_NONUI_SA,Orchard Downs,0,T2 NONUI SA,12E TEAL WEEKEND 13
TEAL EVENING,T1 UIF,[@7.0.41903462@][4][1243545654281]/12__T1_UIF,Illinois Terminal,1,T1 UIF,TEAL EVENING 12
ILLINI LIMITED SATURDAY,I1 NONUISA,[@6.0.14330204@][2][1622384445965]/58__I1_NONUISA,ARC,1,I1 NONUISA,ILLINI LIMITED WEEKEND 845
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/49__GR3_UISU,Lincoln Square,0,GR3 UISU,[@124.0.92345918@]50E-LATE
GREY ALT,7E5E HS Early Ouit,[@6.0.28929208@][31][1659365561119]/0__7E5E_HS_Early_Ouit,Fifth & Beardsley,0,7E5E HS Early Ouit,[@2.0.84907145@]1435
ILLINI EVENING SUNDAY,I5 UI SU,[@6.0.28932555@][1][1654265431136]/24__I5_UI_SU,Lincoln & Killarney,0,I5 UI SU,[@124.0.92263401@]220N ILLINI 10
TEAL LATE NIGHT SUNDAY,T1 UISU,[@124.0.92276155@][1484344792164]/39__T1_UISU,Orchard Downs,0,T1 UISU,[@124.0.92276155@]120E TEAL LATE 13
ILLINI EVENING SATURDAY,I1 UI SA,[@6.0.28931507@][2][1654195102422]/35__I1_UI_SA,PAR,1,I1 UI SA,[@124.0.92260187@]220S ILLINI 20
RUBY,RUB2 SCH MTTF,[@15.0.64600293@][2][1339519291486]/12__RUB2_SCH_MTTF,Lincoln Square,1,RUB2 SCH MTTF,[@15.0.64600293@]2
TEAL,T3 UIMF,[@6.0.28930857@][32][1653600112238]/48__T3_UIMF,Illinois Terminal,1,T3 UIMF,TEAL 23
GREEN SATURDAY,GN3  UISA,[@15.0.73006437@][31][1401892011231]/0__GN3__UISA,Orchard Downs,0,GN3  UISA,50E->PC
TEAL,T3 UIMF,[@6.0.28930857@][31][1653492964688]/37__T3_UIMF,PAR,0,T3 UIMF,[@15.0.79613563@]47
GREEN LATE NIGHT SATURDAY,GN3  UISA,[@124.0.92344750@][1484579800344]/76__GN3__UISA,Lincoln Square,0,GN3  UISA,[@124.0.92344750@]50E->50WLNIGHT
TEAL LATE NIGHT SUNDAY,T1 UISU,[@124.0.92276155@][1484344792164]/65__T1_UISU,Illinois Terminal,1,T1 UISU,[@124.0.92276155@]120W TEAL LATE 12
ILLINI LIMITED SUNDAY,I2  UI SU,[@6.0.14330187@][2][1622253008700]/40__I2__UI_SU,ARC,1,I2  UI SU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
LIME SATURDAY,LM2SA,[@124.0.94415201@][12][1496415838136]/28__LM2SA,Duncan & Bradley,1,LM2SA,[@15.0.73009433@]43
GREENHOPPER,GNX5 MF,[@7.0.41101146@][3][1237929928359]/9__GNX5_MF,Washington & Lierman,0,GNX5 MF,5E HOPPER 79
RED,R6,[@14.0.56288404@][1][1302722478769]/17__R6,Ashland Park - Apollo,0,R6,RED 4
YELLOW EVENING,Y5  UI MF,[@15.0.63189138@][1][1338405367103]/8__Y5__UI_MF,Champaign Walmart,0,Y5  UI MF,100N
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/1__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
LAVENDER ALT,3N 9A SHOW K12 Early Out,[@6.0.28931730@][1][1657994413848]/15__3N_9A_SHOW_K12_Early_Out,Campbell & Queensway,0,3N 9A SHOW K12 Early Out,[@6.0.4564442@]2
LAVENDER SUNDAY,L1 SU,[@15.0.71205318@][1381241976567]/35__L1_SU,Champaign Walmart,0,L1 SU,[@15.0.71205318@]30NIT->BB
LINK,LN3 MF,[@6.0.15252684@][1][1622671552500]/21__LN3_MF,University and Wright,0,LN3 MF,[@6.0.15252684@]1
ILLINI,I2 UI-F,[@6.0.28930998@][1][1654019574319]/54__I2_UI-F,Lincoln & Killarney,0,I2 UI-F,ILLINI 47
ORANGEHOPPER,O4 MF,[@14.0.52435578@][4][1275670882890]/11__O4_MF,Illinois Terminal,1,O4 MF,6WIT->CF HOPPER
TEAL SATURDAY,T1 NONUI SA,[@12.0.44194660@][1250946648828]/33__T1_NONUI_SA,Illinois Terminal,1,T1 NONUI SA,TEAL WEEKEND 16
YELLOW SUNDAY,Y4 SU,[@124.0.92236898@][1484325332995]/78__Y4_SU,Savoy Walmart,1,Y4 SU,[@124.0.92236898@]100S
RUBY SUNDAY,RUB1 SU,[@124.0.92234822@][1484324980985]/5__RUB1_SU,Airport & Cunningham,0,RUB1 SU,[@124.0.92234822@]1
SILVER,SV4 NON UI SCH,[@6.0.28932250@][1][1654525562862]/36__SV4_NON_UI_SCH,PAR,0,SV4 NON UI SCH,[@6.0.28932250@]1
GREENHOPPER,GN8 MF,[@7.0.41101146@][3][1237931450218]/8__GN8_MF,Florida & Philo,0,GN8 MF,[@15.0.68511981@]93
